ci_type,coverage,mean_length
order1norm,0.92263,0.4068667327045653
paper,0.89998,1.4155294367599047
percentile,0.95806,0.4068699170921128
basic,0.80376,0.4068699170921128
normal,0.95655,0.4068667327045653
