ci_type,coverage,mean_length
order1norm,0.06466000000000001,0.4497214289531005
paper,0.27294,1.9118416688843711
percentile,0.06452,0.44961087813688305
basic,0.06491,0.44961087813688305
normal,0.06458,0.4497214289531005
