ci_type,coverage,mean_length
order1norm,0.9214399999999999,0.4071351372917537
paper,0.89998,1.416364900445001
percentile,0.95828,0.40710140624368846
basic,0.81135,0.40710140624368846
normal,0.95668,0.40713513729175366
