simulation,n,T_mse,S_mse,X_mse
simF,5000,6.092439847737305,6.083574155802589,5.788606059339813
simF,10000,5.98466155341144,5.983287829797668,5.736211511806774
simF,20000,5.942292481336779,5.9341324854628414,5.758273917747883
simF,100000,5.85166229762557,5.848487668633055,5.768894599303823
simF,300000,5.813099821172128,5.812919147961395,5.769537901362992
