simulation,trial,n,T_mse,S_mse,X_mse
simE,7,10000,5.32149911262128,36.4912474585675,3.0440102366705326
simE,7,20000,4.098688968677954,32.68767622028048,2.5694892446426207
simE,7,100000,0.31484387100128247,25.919189724554077,1.7642120637018528
simE,7,300000,0.0639931791579088,18.815314876624747,1.3326863042353339
simE,8,5000,6.144649674369341,40.833084186983854,3.526086632519846
simE,8,10000,5.464233021137054,36.575306644273525,2.9814861424245884
simE,8,20000,4.184186179621305,33.976534167985236,2.4920989740137935
simE,8,100000,0.3897129269851369,24.141367950735678,1.7898319378443597
simE,8,300000,0.0580774828458405,20.651735728525072,1.3911310009172553
simE,9,5000,6.034102290295644,41.78062319605855,3.4611692582244573
simE,9,10000,5.3810787422306285,35.27036260418174,3.1666932952153117
simE,9,20000,4.1385001401642425,34.82330492979393,2.796588297126585
simE,9,100000,0.3736538829628839,23.110577535618134,1.782848318410359
simE,9,300000,0.07527552683975312,19.332124513886537,1.415090561621455
simF,0,5000,11.829468690214316,41.408775094275796,9.112138054433125
simF,0,10000,11.16534598018641,35.97021701374935,8.603070539784103
simF,0,20000,10.021644763231246,32.63858867737744,8.056851260564258
simF,0,100000,6.274592363279922,22.89114511915552,7.360226839203469
simF,0,300000,5.967774802471948,18.321272932437534,7.0043182460106035
simF,1,5000,11.962804590137242,41.36953929046275,9.174396450771143
simF,1,10000,11.288197251653902,35.51273910490328,8.648039869104213
simF,1,20000,10.011076699163292,31.688372498439378,8.162713343607077
simF,1,100000,6.27289870095872,23.943133529168716,7.462327683650252
simF,1,300000,5.99422619507043,18.304174934739912,7.149534570116509
simF,2,5000,11.611595260345286,41.58550232649161,9.11117018885506
simF,2,10000,11.225520907609242,36.90410687392298,8.506926290478432
simF,2,20000,9.860260210528788,32.28321548208944,8.172537596821972
simF,2,100000,6.140443151300675,23.189239645359063,7.420972495562924
simF,2,300000,5.940209614916846,17.12185580866106,7.02549358400462
simF,3,5000,11.852594509850114,41.950792540228434,9.263073677537848
simF,3,10000,11.004847552341973,36.93777044205648,8.435107439775392
simF,3,20000,9.886498448301694,33.162235801332535,7.95855010702795
simF,3,100000,6.166844705203529,23.611541715890677,7.37916241440709
simF,3,300000,5.936500904459854,19.157469660223992,6.918309117038989
simF,4,5000,12.18328328950033,42.24808224556863,9.239446837652865
simF,4,10000,11.330025190211664,36.96975615973079,8.703329988547821
simF,4,20000,10.280369916121026,32.715130568643204,8.102436256141068
simF,4,100000,6.2737289075220595,23.08185809734421,7.401423833456381
simF,4,300000,5.9432627385004855,18.28500025798832,6.994651629219907
simF,5,5000,12.021583374626184,41.128998971974234,9.467915619994484
simF,5,10000,11.511416504708764,36.37026433889286,8.684644310079662
simF,5,20000,10.304937062778906,33.589343835439934,8.292249681599422
simF,5,100000,6.177490134590042,22.633227041724997,7.239921635651059
simF,5,300000,5.947074152718633,18.310848995381747,6.925638407471043
simF,6,5000,11.78919610262894,42.36633942705115,9.17935321034718
simF,6,10000,11.297521265247008,36.24698107821287,8.635932345096538
simF,6,20000,10.019269717486223,32.75655597183961,8.138817140297526
simF,6,100000,6.145559704842737,23.306469999238722,7.262473945102339
simF,6,300000,5.900381859754178,18.36034416743349,6.827484501773683
simF,7,5000,11.690931589061261,41.32027954376996,9.096680418967562
simF,7,10000,11.100732211459356,35.73086755552849,8.837005417006132
simF,7,20000,10.028949401630806,34.05726914390666,8.397226022302219
simF,7,100000,6.227428187987063,23.981822859522445,7.327636885591134
simF,7,300000,5.928231143820536,19.348843373140124,6.930106234668252
simF,8,5000,12.098922942171365,41.52923892074051,9.160231435923007
simF,8,10000,11.290512476799309,36.15352200808854,8.420184542032922
simF,8,20000,10.190886842018958,32.33268274277053,8.274704393995647
simF,8,100000,6.332350854808654,23.892472632577345,7.504317911887806
simF,8,300000,5.9868846115351015,18.754254821231346,7.055144281423831
simF,9,5000,11.68609174698114,43.65051551183705,9.086530509503504
simF,9,10000,11.167145721081411,37.27770843451978,8.331635478656152
simF,9,20000,10.006251485546079,31.9126738009573,8.217961809131861
simF,9,100000,6.183126217174722,24.128491069181404,7.243343951336729
simF,9,300000,5.9178599915451215,18.407827208679127,7.044426675027987
